Nr circumscripție,Circumscripție,cod_judet,Nume Partid,Partid,gen,Pozitie Buletin,Membru alianta,Nume,Prenume,Funcție,Pozitie lista,x
20,GORJ,GJ,FORȚA DREPTEI,FDREPTEI,M,6,,FÎCIU,NICOLAE,CD,2,GJFDREPTEIFÎCIU
19,GIURGIU,GR,PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT,PNTCD,M,15,,GRĂJDAN,NICOLAE,S,4,GRPNTCDGRĂJDAN
18,GALATI,GL,FORȚA DREPTEI,FDREPTEI,M,2,,GRIGORAȘ,NICOLAE,CD,4,GLFDREPTEIGRIGORAȘ
42,Bucuresti,B,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,8,,IOVAN,NICOLAE,CD,7,BADNIOVAN
9,BRAILA,BR,UNIUNEA SALVAȚI ROMÂNIA,USR,M,5,,IRIMIA,NICOLAE,CD,5,BRUSRIRIMIA
26,MARAMURES,MM,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,17,,IUGA,NICOLAE,CD,1,MMS.O.S. ROIUGA
11,CARAS-SEVERIN,CS,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,14,,IVAȘCU,NICOLAE,CD,5,CSROACTIVAȘCU
11,CARAS-SEVERIN,CS,UNIUNEA SALVAȚI ROMÂNIA,USR,M,5,,JURCHESCU,NICOLAE,CD,6,CSUSRJURCHESCU
14,CONSTANTA,CT,PARTIDUL SOCIAL DEMOCRAT,PSD,M,4,,LASCU,NICOLAE,CD,14,CTPSDLASCU
2,ARAD,AR,ROMÂNIA SOCIALISTĂ,PRS,M,20,PARTIDUL SOCIALIST ROMÂN,LELA,NICOLAE,CD,2,ARPRSLELAPARTIDUL SOCIALIST ROMÂN
28,MURES,MS,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,12,,LUPEI,NICOLAE,S,1,MSPNCRLUPEI
20,GORJ,GJ,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,M,9,,MĂGDOIU,NICOLAE,CD,3,GJANCMĂGDOIU
30,OLT,OT,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,14,,MANICEA,NICOLAE,CD,8,OTPSDUMANICEA
40,VALCEA,VL,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,1,,MÎNDRESCU,NICOLAE,CD,1,VLAURMÎNDRESCU
20,GORJ,GJ,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,16,,MITIDOI,NICOLAE,CD,4,GJPSDIMITIDOI
17,DOLJ,DJ,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,17,,MOANȚĂ,NICOLAE,S,4,DJS.O.S. ROMOANȚĂ
6,BISTRITA-NASAUD,BN,PARTIDUL SOCIAL DEMOCRAT,PSD,M,2,,MOLDOVAN,NICOLAE,S,1,BNPSDMOLDOVAN
14,CONSTANTA,CT,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,6,,MOROIANU,NICOLAE,CD,9,CTAURMOROIANU
19,GIURGIU,GR,ROMÂNIA SOCIALISTĂ,PRS,M,8,PARTIDUL SOCIALIST ROMÂN,NĂCIOIU,NICOLAE,S,1,GRPRSNĂCIOIUPARTIDUL SOCIALIST ROMÂN
34,SIBIU,SB,PARTIDUL NAȚIONAL LIBERAL,PNL,M,3,,NEAGU,NICOLAE,S,1,SBPNLNEAGU
24,IASI,IS,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,14,,NEGOIȚĂ,NICOLAE,CD,7,ISREPERNEGOIȚĂ
33,SALAJ,SJ,UNIUNEA SALVAȚI ROMÂNIA,USR,M,5,,OLAR,NICOLAE,CD,4,SJUSROLAR
31,PRAHOVA,PH,UNIUNEA SALVAȚI ROMÂNIA,USR,M,1,,OPRINOIU,NICOLAE,CD,13,PHUSROPRINOIU
15,COVASNA,CV,PARTIDUL NAȚIONAL LIBERAL,PNL,M,4,,PASTOR,NICOLAE,S,2,CVPNLPASTOR
3,ARGES,AG,PARTIDUL SOCIAL DEMOCRAT,PSD,M,2,,PAVELESCU,NICOLAE,CD,5,AGPSDPAVELESCU
12,CALARASI,CL,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,M,16,,PETRESCU,NICOLAE,S,1,CLDREPTPETRESCU
41,VRANCEA,VN,UNIUNEA SALVAȚI ROMÂNIA,USR,M,5,,PETRIȘOR,NICOLAE,CD,4,VNUSRPETRIȘOR
17,DOLJ,DJ,PARTIDUL OAMENILOR CREDINCIOȘI,POC,M,11,,POPESCU,NICOLAE,CD,4,DJPOCPOPESCU
15,COVASNA,CV,PARTIDUL NAȚIONAL LIBERAL,PNL,M,4,,STOICA,NICOLAE,CD,2,CVPNLSTOICA
20,GORJ,GJ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,21,,TĂNASIE,NICOLAE,CD,5,GJPNCRTĂNASIE
37,TIMIS,TM,PATRIOȚII POPORULUI ROMÂN,PPR,M,13,,TORNYAI,NICOLAE,CD,8,TMPPRTORNYAI
36,TELEORMAN,TR,ROMÂNIA SOCIALISTĂ,PRS,M,16,PARTIDUL SOCIALIST ROMÂN,TURCU,NICOLAE,S,1,TRPRSTURCUPARTIDUL SOCIALIST ROMÂN
42,Bucuresti,B,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,16,,VASILESCU,NICOLAE,CD,13,BPNCRVASILESCU
18,GALATI,GL,UNIUNEA SALVAȚI ROMÂNIA,USR,M,1,,VIZINTEANU,NICOLAE,S,3,GLUSRVIZINTEANU
14,CONSTANTA,CT,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,6,,VLAHU,NICOLAE,S,1,CTAURVLAHU
30,OLT,OT,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,M,7,,MILITARU,NICOLAE -DANIEL,CD,1,OTDREPTMILITARU
42,Bucuresti,B,PARTIDUL LIGA ACȚIUNII NAȚIONALE,PLAN,M,22,,DARABAN,NICOLAE LUCIAN,CD,3,BPLANDARABAN
40,VALCEA,VL,FORȚA DREPTEI,FDREPTEI,M,5,,ANCUȚA,NICOLAE-ADRIAN,CD,6,VLFDREPTEIANCUȚA
1,ALBA,AB,PARTIDUL SOCIAL DEMOCRAT,PSD,M,6,,BARA,NICOLAE-ADRIAN,CD,2,ABPSDBARA
8,BRASOV,BV,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,16,,CRĂCIUN,NICOLAE-ALEXANDRU,CD,6,BVPSDUCRĂCIUN
36,TELEORMAN,TR,PARTIDUL NOUA ROMÂNIE,PNRO,M,11,,GODJA,NICOLAE-ALEXANDRU,CD,1,TRPNROGODJA
29,NEAMT,NT,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,9,,RĂUCESCU,NICOLAE-ALIN,CD,2,NTPSDIRĂUCESCU
42,Bucuresti,B,FORȚA DREPTEI,FDREPTEI,M,1,,FRÎNCU,NICOLAE-BOGDAN,S,13,BFDREPTEIFRÎNCU
33,SALAJ,SJ,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,17,,FIERARIU,NICOLAE-CĂTĂLIN,CD,5,SJPSDIFIERARIU
4,BACAU,BC,PARTIDUL NAȚIONAL LIBERAL,PNL,M,2,,HAZAPARU,NICOLAE-CĂTĂLIN,CD,9,BCPNLHAZAPARU
10,BUZAU,BZ,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,15,,MARINESCU,NICOLAE-CĂTĂLIN,CD,9,BZROACTMARINESCU
8,BRASOV,BV,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,14,,MIHAI,NICOLAE-CĂTĂLIN,S,1,BVPNCRMIHAI
2,ARAD,AR,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,10,,GLIGOR,NICOLAE-COSMIN,CD,5,ARPSDIGLIGOR
3,ARGES,AG,FORȚA DREPTEI,FDREPTEI,M,1,,BACIU,NICOLAE-COSTIN,CD,6,AGFDREPTEIBACIU
25,ILFOV,IF,PARTIDUL NAȚIONAL LIBERAL,PNL,M,1,,MIHĂILESCU,NICOLAE-CRISTIAN,S,4,IFPNLMIHĂILESCU
24,IASI,IS,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,12,,NEDELCU,NICOLAE-CRISTIAN,CD,4,ISS.O.S. RONEDELCU
16,DAMBOVITA,DB,PARTIDUL NAȚIONAL LIBERAL,PNL,M,5,,DOBRESCU,NICOLAE-CRISTINEL,CD,9,DBPNLDOBRESCU
2,ARAD,AR,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,12,,PETRUȚIU,NICOLAE-DAN,CD,5,ARPNCRPETRUȚIU
14,CONSTANTA,CT,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,13,,ANGHEL,NICOLAE-DANIEL,S,5,CTADNANGHEL
40,VALCEA,VL,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,17,,BĂIAȘU,NICOLAE-DANIEL,S,1,VLREPERBĂIAȘU
43,Diaspora,diaspora,PARTIDUL SOCIAL DEMOCRAT,PSD,M,4,,BIȚU,NICOLAE-DANIEL,S,2,diasporaPSDBIȚU
31,PRAHOVA,PH,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,12,,ORJAN,NICOLAE-DANIEL,CD,7,PHPSDUORJAN
35,SUCEAVA,SV,UNIUNEA SALVAȚI ROMÂNIA,USR,M,4,,POPESCU,NICOLAE-DANIEL,S,1,SVUSRPOPESCU
3,ARGES,AG,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,23,,PIETRĂREANU,NICOLAE-DĂNUȚ,S,4,AGS.O.S. ROPIETRĂREANU
41,VRANCEA,VN,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,16,,MICU,NICOLAE-DORIAN,CD,5,VNROACTMICU
14,CONSTANTA,CT,PARTIDUL NAȚIONAL LIBERAL,PNL,M,5,,FRÂNCU,NICOLAE-DRAGOȘ,CD,13,CTPNLFRÂNCU
28,MURES,MS,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,11,,NEAGU,NICOLAE-DRAGOȘ,S,1,MSPSDUNEAGU
42,Bucuresti,B,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,9,,RĂDUȚ,NICOLAE-DRAGOȘ,S,7,BPSDURĂDUȚ
28,MURES,MS,PARTIDUL SOCIAL DEMOCRAT,PSD,M,4,,PĂLĂȘAN,NICOLAE-FLORIN,CD,6,MSPSDPĂLĂȘAN
14,CONSTANTA,CT,UNIUNEA SALVAȚI ROMÂNIA,USR,M,3,,TOMA,NICOLAE-FLORIN,CD,6,CTUSRTOMA
10,BUZAU,BZ,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,16,,EPURESCU,NICOLAE-GEORGE,CD,1,BZREPEREPURESCU
10,BUZAU,BZ,FORȚA DREPTEI,FDREPTEI,M,3,,PETRE,NICOLAE-GEORGIAN,S,3,BZFDREPTEIPETRE
5,BIHOR,BH,PARTIDUL SOCIAL DEMOCRAT,PSD,M,6,,AVRAM,NICOLAE-IOAN,S,5,BHPSDAVRAM
34,SIBIU,SB,UNIUNEA SALVAȚI ROMÂNIA,USR,M,6,,GROSS,NICOLAE-IOAN,CD,8,SBUSRGROSS
31,PRAHOVA,PH,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,19,,BĂIUȚĂ,NICOLAE-ION,CD,14,PHROACTBĂIUȚĂ
31,PRAHOVA,PH,UNIUNEA SALVAȚI ROMÂNIA,USR,M,1,,IOSIFESCU,NICOLAE-ION,CD,6,PHUSRIOSIFESCU
17,DOLJ,DJ,PARTIDUL NAȚIONAL LIBERAL,PNL,M,4,,CIUCĂ,NICOLAE-IONEL,S,1,DJPNLCIUCĂ
15,COVASNA,CV,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,13,,MÂRZAN,NICOLAE-LEONID,S,1,CVADNMÂRZAN
24,IASI,IS,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,3,,ANTAL,NICOLAE-LORANT,CD,10,ISUDMRANTAL
42,Bucuresti,B,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,23,,BARBU,NICOLAE-LUCIAN,CD,17,BPSDIBARBU
16,DAMBOVITA,DB,PARTIDUL NAȚIONAL LIBERAL,PNL,M,5,,MIRA,NICOLAE-MARIAN,S,4,DBPNLMIRA
30,OLT,OT,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,11,,GHERGU,NICOLAE-MARIUS,CD,1,OTREPERGHERGU
34,SIBIU,SB,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,15,,ION,NICOLAE-MIREL,CD,1,SBS.O.S. ROION
18,GALATI,GL,FORȚA DREPTEI,FDREPTEI,M,2,,POTEC,NICOLAE-PETRIȘOR,CD,1,GLFDREPTEIPOTEC
8,BRASOV,BV,PATRIOȚII POPORULUI ROMÂN,PPR,M,10,,RÂȘNOVEANU,NICOLAE-RĂZVAN,S,1,BVPPRRÂȘNOVEANU
27,MEHEDINTI,MH,UNIUNEA SALVAȚI ROMÂNIA,USR,M,3,,BIROVESCU,NICOLAE-ROMEO,S,4,MHUSRBIROVESCU
17,DOLJ,DJ,UNIUNEA SALVAȚI ROMÂNIA,USR,M,3,,DRÎMBOI,NICOLAE-SILVIU,CD,10,DJUSRDRÎMBOI
41,VRANCEA,VN,PARTIDUL NAȚIONAL LIBERAL,PNL,M,3,,MĂRĂSCU,NICOLAI,CD,7,VNPNLMĂRĂSCU
40,VALCEA,VL,ROMÂNIA SOCIALISTĂ,PRS,M,13,PARTIDUL SOCIALIST ROMÂN,DEACONU,NICOLAIE,CD,4,VLPRSDEACONUPARTIDUL SOCIALIST ROMÂN
14,CONSTANTA,CT,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,M,11,,STROE,NICOLAS,CD,1,CTANCSTROE
11,CARAS-SEVERIN,CS,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,12,,COSMA,NICOLE-LAVINIA,S,1,CSPSDICOSMA
14,CONSTANTA,CT,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,8,,BERCARU,NICOLETA,CD,1,CTPNCRBERCARU
27,MEHEDINTI,MH,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,F,9,,BLAGA,NICOLETA,S,3,MHROACTBLAGA
20,GORJ,GJ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,22,,BRÎNZAN-PANDELE,NICOLETA,S,2,GJPNCRBRÎNZAN-PANDELE
26,MARAMURES,MM,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,15,,CIMPOIEȘ,NICOLETA,CD,2,MMPNCRCIMPOIEȘ
8,BRASOV,BV,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,3,,CÎȘLARU,NICOLETA,CD,4,BVAURCÎȘLARU
4,BACAU,BC,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,16,,COLĂCEL,NICOLETA,CD,10,BCS.O.S. ROCOLĂCEL
16,DAMBOVITA,DB,ROMÂNIA SOCIALISTĂ,PRS,F,12,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,FRĂȚILOIU,NICOLETA,S,4,DBPRSFRĂȚILOIUPARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR
38,TULCEA,TL,FORȚA DREPTEI,FDREPTEI,F,5,,GHEORGHE,NICOLETA,CD,2,TLFDREPTEIGHEORGHE
23,IALOMITA,IL,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,F,12,,GHEORGHE,NICOLETA,CD,4,ILADNGHEORGHE
9,BRAILA,BR,PARTIDUL NAȚIONAL LIBERAL,PNL,F,3,,IVAȘCU,NICOLETA,CD,6,BRPNLIVAȘCU
5,BIHOR,BH,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,10,,MÜLLER,NICOLETA,CD,11,BHS.O.S. ROMÜLLER
31,PRAHOVA,PH,PARTIDUL SOCIAL DEMOCRAT,PSD,F,3,,NĂFORNIȚĂ,NICOLETA,S,5,PHPSDNĂFORNIȚĂ
8,BRASOV,BV,FORȚA DREPTEI,FDREPTEI,F,6,,NECULĂESCU,NICOLETA,CD,11,BVFDREPTEINECULĂESCU
25,ILFOV,IF,PARTIDUL NAȚIONAL LIBERAL,PNL,F,1,,PAULIUC,NICOLETA,S,1,IFPNLPAULIUC
42,Bucuresti,B,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,F,9,,PETRE,NICOLETA,CD,17,BPSDUPETRE
4,BACAU,BC,PARTIDUL ECOLOGIST ROMÂN,PER,F,9,,PLEȘCA,NICOLETA,CD,1,BCPERPLEȘCA
22,HUNEDOARA,HD,FORȚA DREPTEI,FDREPTEI,F,1,,POPA,NICOLETA,CD,5,HDFDREPTEIPOPA
14,CONSTANTA,CT,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,16,,SCURTU,NICOLETA,CD,13,CTS.O.S. ROSCURTU
8,BRASOV,BV,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,12,,SPERCHEZ,NICOLETA,CD,3,BVS.O.S. ROSPERCHEZ
31,PRAHOVA,PH,PARTIDUL SOCIAL DEMOCRAT,PSD,F,3,,SPRÎNCENATU,NICOLETA,CD,14,PHPSDSPRÎNCENATU
38,TULCEA,TL,FORȚA DREPTEI,FDREPTEI,F,5,,TATCU,NICOLETA,CD,4,TLFDREPTEITATCU
1,ALBA,AB,PARTIDUL REPUBLICAN DIN ROMÂNIA,PRRO,F,16,,TECȘA,NICOLETA,S,2,ABPRROTECȘA
5,BIHOR,BH,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,F,11,,TÎRDEA,NICOLETA,CD,10,BHPSDUTÎRDEA
30,OLT,OT,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,17,,BUCUR,NICOLETA-ALEXANDRA,CD,8,OTS.O.S. ROBUCUR
32,SATU MARE,SM,PARTIDUL NAȚIONAL LIBERAL,PNL,F,6,,KICHEL,NICOLETA-ANAMARIA,S,2,SMPNLKICHEL
8,BRASOV,BV,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,F,11,,GAL,NICOLETA-ANDREEA,S,5,BVROACTGAL
10,BUZAU,BZ,PARTIDUL SOCIAL DEMOCRAT,PSD,F,6,,IONIȚĂ,NICOLETA-BRIANA,CD,8,BZPSDIONIȚĂ
31,PRAHOVA,PH,PARTIDUL ECOLOGIST ROMÂN,PER,F,21,,NEACȘU,NICOLETA-CARMEN,S,3,PHPERNEACȘU
42,Bucuresti,B,FORȚA DREPTEI,FDREPTEI,F,1,,BOZIANU,NICOLETA-CĂTĂLINA,S,2,BFDREPTEIBOZIANU
39,VASLUI,VS,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,F,13,,ANGHEL,NICOLETA-CRISTINA,CD,2,VSREPERANGHEL
43,Diaspora,diaspora,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,14,,BADEA,NICOLETA-DANIELA,CD,3,diasporaPSDIBADEA
16,DAMBOVITA,DB,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,9,,GONȚILĂ,NICOLETA-DANIELA,S,4,DBS.O.S. ROGONȚILĂ
31,PRAHOVA,PH,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,F,19,,ȘANDRU,NICOLETA-FELICIA,S,2,PHROACTȘANDRU
31,PRAHOVA,PH,UNIUNEA SALVAȚI ROMÂNIA,USR,F,1,,MIZILEANU,NICOLETA-GEORGIANA,CD,9,PHUSRMIZILEANU
28,MURES,MS,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,F,15,,MORAR,NICOLETA-LAURA,CD,3,MSROACTMORAR
34,SIBIU,SB,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,7,,VIERU,NICOLETA-MARIA,S,3,SBPSDIVIERU
42,Bucuresti,B,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,23,,CONSTANTIN,NICOLETA-MARIANA,CD,14,BPSDICONSTANTIN
25,ILFOV,IF,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,11,,BACIU,NICOLETA-OFELIA,CD,6,IFPNCRBACIU
12,CALARASI,CL,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,8,,CONSTANTINESCU,NICOLETA-SIMONA,S,3,CLPNCRCONSTANTINESCU
42,Bucuresti,B,UNIUNEA SALVAȚI ROMÂNIA,USR,M,5,,NICORESCU,NICOREL,CD,15,BUSRNICORESCU
36,TELEORMAN,TR,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,20,,COMĂNESCU,NICU,CD,4,TRS.O.S. ROCOMĂNESCU
12,CALARASI,CL,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,8,,POPA,NICU,S,1,CLPNCRPOPA
8,BRASOV,BV,PARTIDUL ECOLOGIST ROMÂN,PER,M,9,,VASILE,NICU,CD,1,BVPERVASILE
28,MURES,MS,PARTIDUL NAȚIONAL LIBERAL,PNL,M,5,,BUMB,NICU-AUREL,CD,10,MSPNLBUMB
36,TELEORMAN,TR,PATRIOȚII POPORULUI ROMÂN,PPR,M,7,,PAVELESCU,NICU-BOGDĂNEL,S,1,TRPPRPAVELESCU
18,GALATI,GL,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,5,,CÂRCOTĂ,NICU-CIPRIAN,CD,8,GLAURCÂRCOTĂ
4,BACAU,BC,FORȚA DREPTEI,FDREPTEI,M,6,,IGNAT,NICU-CODRIN,S,3,BCFDREPTEIIGNAT
4,BACAU,BC,FORȚA DREPTEI,FDREPTEI,M,6,,SÂRBU,NICU-IULIAN,S,6,BCFDREPTEISÂRBU
2,ARAD,AR,PARTIDUL NAȚIONAL LIBERAL,PNL,M,3,,CAZACU,NICU-LUCIAN,S,5,ARPNLCAZACU
39,VASLUI,VS,UNIUNEA SALVAȚI ROMÂNIA,USR,M,1,,MIRON,NICU-VALENTIN,CD,7,VSUSRMIRON
33,SALAJ,SJ,PARTIDUL NOUA ROMÂNIE,PNRO,M,14,,AMZA,NICULAE,S,1,SJPNROAMZA
3,ARGES,AG,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,8,,LUDINAȘ,NICULAE-DANIEL,CD,4,AGPSDILUDINAȘ
42,Bucuresti,B,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,23,,CRISTEA,NICULAE-MARINEL,CD,28,BPSDICRISTEA
35,SUCEAVA,SV,PARTIDUL NAȚIONAL LIBERAL,PNL,M,1,,BARBĂ,NICULAI,CD,6,SVPNLBARBĂ
42,Bucuresti,B,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,23,,BADEA,NICULINA,CD,15,BPSDIBADEA
17,DOLJ,DJ,UNIUNEA SALVAȚI ROMÂNIA,USR,F,3,,LAZARCIUC,NICULINA,CD,8,DJUSRLAZARCIUC
42,Bucuresti,B,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,2,,STELEA,NICULINA,S,2,BAURSTELEA
11,CARAS-SEVERIN,CS,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,19,,ZAMANȚ,NICULINA,CD,7,CSPNCRZAMANȚ
3,ARGES,AG,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,11,,MATEESCU,NICULINA-ANDREEA,CD,7,AGPNCRMATEESCU
8,BRASOV,BV,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,F,11,,COR,NICULINA-BIANCA,CD,3,BVROACTCOR
22,HUNEDOARA,HD,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,F,14,,CURIBAN,NICULINA-LAURA,CD,2,HDDREPTCURIBAN
43,Diaspora,diaspora,PARTIDUL ECOLOGIST ROMÂN,PER,F,11,,GHIȚĂ,NICULIȚA,CD,1,diasporaPERGHIȚĂ
3,ARGES,AG,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,8,,ION,NICUȘOR,CD,9,AGPSDIION
30,OLT,OT,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,2,,MILEA,NICUȘOR,CD,2,OTAURMILEA
19,GIURGIU,GR,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,17,,PETRE,NICUȘOR,S,4,GRREPERPETRE
17,DOLJ,DJ,PARTIDUL OAMENILOR TINERI,POT,M,15,,PORUMBOIU,NICUȘOR,CD,2,DJPOTPORUMBOIU
28,MURES,MS,FORȚA DREPTEI,FDREPTEI,M,1,,RAD,NICUȘOR,CD,9,MSFDREPTEIRAD
17,DOLJ,DJ,PARTIDUL NAȚIONAL LIBERAL,PNL,M,4,,ROȘCA,NICUȘOR,CD,4,DJPNLROȘCA
42,Bucuresti,B,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,2,,MANCAȘ,NICUȘOR-CRISTIAN,CD,7,BAURMANCAȘ
31,PRAHOVA,PH,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,13,,STÎRCEANU,NICUȘOR-DĂNUȚ,S,7,PHS.O.S. ROSTÎRCEANU
20,GORJ,GJ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,21,,PAPUC,NICUȘOR-FLORIN,CD,1,GJPNCRPAPUC
42,Bucuresti,B,PARTIDUL SOCIAL DEMOCRAT,PSD,F,6,,ENACHE,NICUȚA,CD,11,BPSDENACHE
19,GIURGIU,GR,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,19,,HORCIU,NIK-GERALD,S,1,GRS.O.S. ROHORCIU
16,DAMBOVITA,DB,FORȚA DREPTEI,FDREPTEI,F,6,,COBIANU,NINA,CD,6,DBFDREPTEICOBIANU
12,CALARASI,CL,FORȚA DREPTEI,FDREPTEI,F,4,,MARINAȘ,NINA,S,4,CLFDREPTEIMARINAȘ
31,PRAHOVA,PH,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,13,,PEIA,NINEL,S,1,PHS.O.S. ROPEIA
4,BACAU,BC,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,16,,PASCALINI,NINI-ALEXANDRU,CD,1,BCS.O.S. ROPASCALINI
31,PRAHOVA,PH,PATRIOȚII POPORULUI ROMÂN,PPR,F,15,,PANTILIE,NINUȘA,S,1,PHPPRPANTILIE
26,MARAMURES,MM,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,14,,LIHET,NISTOR,CD,1,MMPSDILIHET
9,BRAILA,BR,ROMÂNIA SOCIALISTĂ,PRS,M,9,PARTIDUL SOCIALIST ROMÂN,AVRAM,NIȚĂ,CD,3,BRPRSAVRAMPARTIDUL SOCIALIST ROMÂN
31,PRAHOVA,PH,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,4,,FALUVÉGI BARTHA,NOÉMI,S,3,PHUDMRFALUVÉGI BARTHA
24,IASI,IS,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,F,3,,KIRÁLY,NOÉMI,S,3,ISUDMRKIRÁLY
