Nr circumscripție,Circumscripție,cod_judet,Nume Partid,Partid,gen,Pozitie Buletin,Membru alianta,Nume,Prenume,Funcție,Pozitie lista,x
43,Diaspora,diaspora,ROMÂNIA SOCIALISTĂ,PRS,F,15,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,OPRESCU,GEORGIANA,CD,3,diasporaPRSOPRESCUPARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR
24,IASI,IS,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,F,8,,PURCEL,GEORGIANA,CD,4,ISANCPURCEL
31,PRAHOVA,PH,PARTIDUL SOCIAL DEMOCRAT,PSD,F,3,,ARDELEANU,GEORGIANA-ANCA,S,7,PHPSDARDELEANU
35,SUCEAVA,SV,PARTIDUL NAȚIONAL LIBERAL,PNL,F,1,,TABARCEA,GEORGIANA-ANCA,S,3,SVPNLTABARCEA
40,VALCEA,VL,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,F,7,,BELU,GEORGIANA-ANGELA,CD,2,VLROACTBELU
14,CONSTANTA,CT,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,F,21,,ATĂNĂSOAIE,GEORGIANA-CRISTINA,CD,5,CTPSDIATĂNĂSOAIE
13,CLUJ,CJ,PARTIDUL NAȚIONAL LIBERAL,PNL,F,4,,SIMA,GEORGIANA-CRISTINA,CD,5,CJPNLSIMA
40,VALCEA,VL,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,F,14,,DRAGOMIR,GEORGIANA-DANIELA,CD,2,VLANCDRAGOMIR
8,BRASOV,BV,PARTIDUL NOUA ROMÂNIE,PNRO,F,21,,CĂLIN,GEORGIANA-ELENA,CD,1,BVPNROCĂLIN
25,ILFOV,IF,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,F,11,,STOICHICIU,GEORGIANA-ELENA,CD,5,IFPNCRSTOICHICIU
24,IASI,IS,PARTIDUL NAȚIONAL LIBERAL,PNL,F,2,,DĂNILĂ,GEORGIANA-IOANA,CD,9,ISPNLDĂNILĂ
37,TIMIS,TM,PARTIDUL SOCIAL DEMOCRAT,PSD,F,6,,CAPLESCU,GEORGIANA-IULIANA,CD,11,TMPSDCAPLESCU
31,PRAHOVA,PH,ROMÂNIA SOCIALISTĂ,PRS,F,20,PARTIDUL SOCIALIST ROMÂN,UȚANU,GEORGIANA-MIHAELA,CD,3,PHPRSUȚANUPARTIDUL SOCIALIST ROMÂN
29,NEAMT,NT,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,F,21,,CIOBANU,GEORGIANA-SIMONA,CD,5,NTPSDUCIOBANU
10,BUZAU,BZ,FORȚA DREPTEI,FDREPTEI,M,3,,CRĂCIUN,GEORGICĂ,CD,9,BZFDREPTEICRĂCIUN
32,SATU MARE,SM,ROMÂNIA SOCIALISTĂ,PRS,M,16,PARTIDUL SOCIALIST ROMÂN,IONAȘ,GEORGY-JOVANI,CD,2,SMPRSIONAȘPARTIDUL SOCIALIST ROMÂN
17,DOLJ,DJ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,5,,BARAKONYI,GERGŐ,S,2,DJUDMRBARAKONYI
10,BUZAU,BZ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,1,,MIHÁLY,GERGŐ,CD,8,BZUDMRMIHÁLY
18,GALATI,GL,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,F,5,,ISPAS,GETA-MIRELA,CD,5,GLAURISPAS
18,GALATI,GL,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,F,20,,PĂTRAȘCU,GETTA-EMILIA,S,5,GLS.O.S. ROPĂTRAȘCU
13,CLUJ,CJ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,6,,ANTAL,GÉZA,CD,13,CJUDMRANTAL
21,HARGHITA,HR,PATRIOȚII POPORULUI ROMÂN,PPR,M,11,,PARÁSZKA,GÉZA-LUDOVIC,S,1,HRPPRPARÁSZKA
26,MARAMURES,MM,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,14,,ARDELEAN,GHEORGHE,CD,6,MMPSDIARDELEAN
18,GALATI,GL,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,M,9,,BALÂC,GHEORGHE,CD,3,GLANCBALÂC
1,ALBA,AB,FORȚA DREPTEI,FDREPTEI,M,3,,BALEA,GHEORGHE,CD,4,ABFDREPTEIBALEA
17,DOLJ,DJ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,16,,BARBU,GHEORGHE,CD,3,DJPNCRBARBU
42,Bucuresti,B,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,7,,BELIBOU,GHEORGHE,CD,6,BS.O.S. ROBELIBOU
32,SATU MARE,SM,FORȚA DREPTEI,FDREPTEI,M,3,,BERINDE,GHEORGHE,CD,3,SMFDREPTEIBERINDE
22,HUNEDOARA,HD,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,17,,BOCEANU,GHEORGHE,S,3,HDADNBOCEANU
25,ILFOV,IF,PARTIDUL SOCIAL DEMOCRAT,PSD,M,3,,BOLINTINEANU,GHEORGHE,S,2,IFPSDBOLINTINEANU
20,GORJ,GJ,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,5,,CARALICEA,GHEORGHE,CD,6,GJAURCARALICEA
5,BIHOR,BH,PARTIDUL NAȚIONAL LIBERAL,PNL,M,4,,CARP,GHEORGHE,CD,11,BHPNLCARP
14,CONSTANTA,CT,PARTIDUL SOCIAL DEMOCRAT,PSD,M,4,,CARTALI,GHEORGHE,CD,9,CTPSDCARTALI
4,BACAU,BC,FORȚA DREPTEI,FDREPTEI,M,6,,CHELMUȘ,GHEORGHE,CD,2,BCFDREPTEICHELMUȘ
28,MURES,MS,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,17,,CINCA,GHEORGHE,CD,2,MSREPERCINCA
29,NEAMT,NT,ROMÂNIA SOCIALISTĂ,PRS,M,8,ROMÂNIA SOCIALISTĂ,CIURDEA,GHEORGHE,S,3,NTPRSCIURDEAROMÂNIA SOCIALISTĂ
20,GORJ,GJ,FORȚA DREPTEI,FDREPTEI,M,6,,COCINĂ,GHEORGHE,S,4,GJFDREPTEICOCINĂ
21,HARGHITA,HR,ROMÂNIA SOCIALISTĂ,PRS,M,7,PARTIDUL SOCIALIST ROMÂN,COCU,GHEORGHE,S,1,HRPRSCOCUPARTIDUL SOCIALIST ROMÂN
8,BRASOV,BV,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,3,,COJOCARU,GHEORGHE,CD,6,BVAURCOJOCARU
4,BACAU,BC,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,12,,COMAN,GHEORGHE,CD,1,BCPSDICOMAN
10,BUZAU,BZ,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,M,17,,CONSTANTIN,GHEORGHE,S,1,BZDREPTCONSTANTIN
11,CARAS-SEVERIN,CS,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,4,,COVACI,GHEORGHE,CD,3,CSUDMRCOVACI
35,SUCEAVA,SV,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,18,,CRIHAN,GHEORGHE,S,1,SVPNCRCRIHAN
12,CALARASI,CL,UNIUNEA SALVAȚI ROMÂNIA,USR,M,3,,CRISTEA,GHEORGHE,CD,3,CLUSRCRISTEA
31,PRAHOVA,PH,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,2,,CRISTINESCU,GHEORGHE,CD,5,PHAURCRISTINESCU
37,TIMIS,TM,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,15,,DAVID,GHEORGHE,CD,1,TMROACTDAVID
18,GALATI,GL,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,M,9,,DIACONU,GHEORGHE,S,2,GLANCDIACONU
20,GORJ,GJ,ROMÂNIA SOCIALISTĂ,PRS,M,16,PARTIDUL SOCIALIST ROMÂN,DUDĂU,GHEORGHE,S,2,GJPRSDUDĂUPARTIDUL SOCIALIST ROMÂN
1,ALBA,AB,PARTIDUL REPUBLICAN DIN ROMÂNIA,PRRO,M,16,,DUMITRU,GHEORGHE,S,4,ABPRRODUMITRU
41,VRANCEA,VN,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,17,,FERARU,GHEORGHE,CD,7,VNS.O.S. ROFERARU
32,SATU MARE,SM,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,20,,FERNEA,GHEORGHE,S,2,SMADNFERNEA
25,ILFOV,IF,ROMÂNIA SOCIALISTĂ,PRS,M,18,PARTIDUL SOCIALIST ROMÂN,FITION,GHEORGHE,CD,1,IFPRSFITIONPARTIDUL SOCIALIST ROMÂN
35,SUCEAVA,SV,PARTIDUL NAȚIONAL LIBERAL,PNL,M,1,,FLUTUR,GHEORGHE,S,1,SVPNLFLUTUR
35,SUCEAVA,SV,ROMÂNIA SOCIALISTĂ,PRS,M,9,PARTIDUL SOCIALIST ROMÂN,GAȘPAR,GHEORGHE,CD,6,SVPRSGAȘPARPARTIDUL SOCIALIST ROMÂN
40,VALCEA,VL,ROMÂNIA SOCIALISTĂ,PRS,M,13,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,GHIȚESCU,GHEORGHE,CD,7,VLPRSGHIȚESCUPARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR
10,BUZAU,BZ,ROMÂNIA SOCIALISTĂ,PRS,M,11,PARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR,GRĂDIȘTEAN,GHEORGHE,S,1,BZPRSGRĂDIȘTEANPARTIDUL SOCIAL DEMOCRAT AL MUNCITORILOR
8,BRASOV,BV,FORȚA DREPTEI,FDREPTEI,M,6,,IALOMIȚIANU,GHEORGHE,CD,1,BVFDREPTEIIALOMIȚIANU
10,BUZAU,BZ,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,8,,IANCU,GHEORGHE,CD,5,BZPSDIIANCU
29,NEAMT,NT,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,16,,IANCU,GHEORGHE,CD,9,NTROACTIANCU
6,BISTRITA-NASAUD,BN,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,1,,IANOȘ,GHEORGHE,S,2,BNAURIANOȘ
30,OLT,OT,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,8,,ILIESCU,GHEORGHE,CD,4,OTROACTILIESCU
37,TIMIS,TM,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,9,,IONIȚĂ,GHEORGHE,S,1,TMPSDUIONIȚĂ
40,VALCEA,VL,PARTIDUL NAȚIONAL LIBERAL,PNL,M,4,,IONIȚĂ,GHEORGHE,S,2,VLPNLIONIȚĂ
37,TIMIS,TM,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,5,,KADAR,GHEORGHE,CD,3,TMUDMRKADAR
27,MEHEDINTI,MH,FORȚA DREPTEI,FDREPTEI,M,2,,LĂPĂDAT,GHEORGHE,S,1,MHFDREPTEILĂPĂDAT
28,MURES,MS,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,7,,LUCA,GHEORGHE,S,5,MSS.O.S. ROLUCA
9,BRAILA,BR,PARTIDUL VERDE,PVERDE,M,10,,LUPU,GHEORGHE,S,1,BRPVERDELUPU
5,BIHOR,BH,FORȚA DREPTEI,FDREPTEI,M,3,,MANICEA,GHEORGHE,CD,8,BHFDREPTEIMANICEA
18,GALATI,GL,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,5,,MARDARE,GHEORGHE,S,4,GLAURMARDARE
32,SATU MARE,SM,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,20,,MEZEI,GHEORGHE,S,4,SMADNMEZEI
24,IASI,IS,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,22,,MIHĂLACHE,GHEORGHE,CD,2,ISPSDIMIHĂLACHE
11,CARAS-SEVERIN,CS,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI,DREPT,M,8,,MIHĂLCESCU,GHEORGHE,S,2,CSDREPTMIHĂLCESCU
26,MARAMURES,MM,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,20,,MOLDOVAN,GHEORGHE,CD,7,MMADNMOLDOVAN
17,DOLJ,DJ,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,17,,MUNTEANU,GHEORGHE,CD,3,DJS.O.S. ROMUNTEANU
31,PRAHOVA,PH,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,13,,NĂSULEA,GHEORGHE,CD,14,PHS.O.S. RONĂSULEA
35,SUCEAVA,SV,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,13,,NEDEA,GHEORGHE,S,5,SVS.O.S. RONEDEA
3,ARGES,AG,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,9,,NEDELESCU,GHEORGHE,CD,12,AGPSDUNEDELESCU
3,ARGES,AG,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,6,,NISTOR,GHEORGHE,CD,9,AGAURNISTOR
10,BUZAU,BZ,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,8,,OANCEA,GHEORGHE,CD,4,BZPSDIOANCEA
26,MARAMURES,MM,PARTIDUL ECOLOGIST ROMÂN,PER,M,8,,PAȘCA,GHEORGHE,CD,1,MMPERPAȘCA
29,NEAMT,NT,ROMÂNIA SOCIALISTĂ,PRS,M,8,ROMÂNIA SOCIALISTĂ,PATRICHE,GHEORGHE,CD,5,NTPRSPATRICHEROMÂNIA SOCIALISTĂ
17,DOLJ,DJ,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,16,,PERIEANU,GHEORGHE,CD,6,DJPNCRPERIEANU
24,IASI,IS,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,9,,PETRUCĂ,GHEORGHE,S,5,ISROACTPETRUCĂ
19,GIURGIU,GR,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,4,,PIPEREA,GHEORGHE,CD,1,GRAURPIPEREA
35,SUCEAVA,SV,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,14,,PITUC,GHEORGHE,CD,11,SVS.O.S. ROPITUC
4,BACAU,BC,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,16,,POPA,GHEORGHE,S,5,BCS.O.S. ROPOPA
17,DOLJ,DJ,PARTIDUL NAȚIONAL LIBERAL,PNL,M,4,,POPA,GHEORGHE,S,5,DJPNLPOPA
4,BACAU,BC,FORȚA DREPTEI,FDREPTEI,M,6,,POPA,GHEORGHE,CD,1,BCFDREPTEIPOPA
27,MEHEDINTI,MH,PARTIDUL LIGA ACȚIUNII NAȚIONALE,PLAN,M,14,,POPA-INGINERU,GHEORGHE,CD,1,MHPLANPOPA-INGINERU
6,BISTRITA-NASAUD,BN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,6,,REMAN,GHEORGHE,S,3,BNUDMRREMAN
3,ARGES,AG,ROMÂNIA SOCIALISTĂ,PRS,M,18,PARTIDUL SOCIALIST ROMÂN,ROTARU,GHEORGHE,S,1,AGPRSROTARUPARTIDUL SOCIALIST ROMÂN
4,BACAU,BC,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,18,,ROZNOVEANU,GHEORGHE,CD,2,BCADNROZNOVEANU
26,MARAMURES,MM,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,18,,SĂLĂGEAN,GHEORGHE,S,5,MMROACTSĂLĂGEAN
9,BRAILA,BR,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,12,,SERAFINCEANU,GHEORGHE,CD,4,BRADNSERAFINCEANU
26,MARAMURES,MM,FORȚA DREPTEI,FDREPTEI,M,3,,ȘIMAN,GHEORGHE,CD,3,MMFDREPTEIȘIMAN
26,MARAMURES,MM,PARTIDUL SOCIAL DEMOCRAT,PSD,M,2,,ȘIMON,GHEORGHE,CD,3,MMPSDȘIMON
17,DOLJ,DJ,PARTIDUL OAMENILOR CREDINCIOȘI,POC,M,11,,ȘTEFAN,GHEORGHE,CD,5,DJPOCȘTEFAN
18,GALATI,GL,UNIUNEA SALVAȚI ROMÂNIA,USR,M,1,,ȘTEFĂNACHE,GHEORGHE,S,1,GLUSRȘTEFĂNACHE
17,DOLJ,DJ,ROMÂNIA SOCIALISTĂ,PRS,M,12,PARTIDUL SOCIALIST ROMÂN,SURUGIU,GHEORGHE,CD,8,DJPRSSURUGIUPARTIDUL SOCIALIST ROMÂN
34,SIBIU,SB,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,18,,TĂNASE,GHEORGHE,CD,1,SBADNTĂNASE
18,GALATI,GL,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ,ADN,M,16,,TECARU,GHEORGHE,CD,2,GLADNTECARU
31,PRAHOVA,PH,ROMÂNIA SOCIALISTĂ,PRS,M,20,PARTIDUL SOCIALIST ROMÂN,TILINCĂ,GHEORGHE,CD,2,PHPRSTILINCĂPARTIDUL SOCIALIST ROMÂN
14,CONSTANTA,CT,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,15,,TIMOFEI,GHEORGHE,S,6,CTS.O.S. ROTIMOFEI
5,BIHOR,BH,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,11,,TURCUȘ,GHEORGHE,S,6,BHPSDUTURCUȘ
12,CALARASI,CL,ROMÂNIA SOCIALISTĂ,PRS,M,19,PARTIDUL COMUNIST ROMÂN - SECOLUL XXI,VATAVU,GHEORGHE,CD,1,CLPRSVATAVUPARTIDUL COMUNIST ROMÂN - SECOLUL XXI
11,CARAS-SEVERIN,CS,PARTIDUL OAMENILOR TINERI,POT,M,16,,VELA,GHEORGHE,S,1,CSPOTVELA
19,GIURGIU,GR,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,M,9,,VLAD,GHEORGHE,CD,4,GRPSDUVLAD
10,BUZAU,BZ,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,8,,VLASE,GHEORGHE,S,1,BZPSDIVLASE
27,MEHEDINTI,MH,ROMÂNIA SOCIALISTĂ,PRS,M,13,PARTIDUL SOCIALIST ROMÂN,ZAMFIRESCU,GHEORGHE,S,4,MHPRSZAMFIRESCUPARTIDUL SOCIALIST ROMÂN
34,SIBIU,SB,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,5,,CĂTANĂ,GHEORGHE-ADRIAN,S,2,SBAURCĂTANĂ
42,Bucuresti,B,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,23,,CÎRDEI,GHEORGHE-ADRIAN,CD,7,BPSDICÎRDEI
3,ARGES,AG,FORȚA DREPTEI,FDREPTEI,M,1,,MIUȚESCU,GHEORGHE-ADRIAN,CD,1,AGFDREPTEIMIUȚESCU
8,BRASOV,BV,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,12,,PAMPU,GHEORGHE-ADRIAN,S,4,BVS.O.S. ROPAMPU
20,GORJ,GJ,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,21,,MOGOȘI,GHEORGHE-ALIN,S,3,GJS.O.S. ROMOGOȘI
5,BIHOR,BH,FORȚA DREPTEI,FDREPTEI,M,3,,BĂICAN,GHEORGHE-ANTON,CD,3,BHFDREPTEIBĂICAN
40,VALCEA,VL,FORȚA DREPTEI,FDREPTEI,M,5,,IORDACHE,GHEORGHE-BOGDAN,S,3,VLFDREPTEIIORDACHE
29,NEAMT,NT,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,15,,BĂLAN,GHEORGHE-CĂTĂLIN,S,5,NTROACTBĂLAN
16,DAMBOVITA,DB,UNIUNEA SALVAȚI ROMÂNIA,USR,M,3,,DUMITRU,GHEORGHE-CĂTĂLIN,CD,4,DBUSRDUMITRU
29,NEAMT,NT,FORȚA DREPTEI,FDREPTEI,M,5,,VIZITIU,GHEORGHE-CĂTĂLIN,S,5,NTFDREPTEIVIZITIU
23,IALOMITA,IL,ROMÂNIA SOCIALISTĂ,PRS,M,7,PARTIDUL SOCIALIST ROMÂN,DRAGOMIR,GHEORGHE-CIPRIAN,S,2,ILPRSDRAGOMIRPARTIDUL SOCIALIST ROMÂN
34,SIBIU,SB,FORȚA DREPTEI,FDREPTEI,M,4,,ZEREȘ,GHEORGHE-CIPRIAN,CD,6,SBFDREPTEIZEREȘ
5,BIHOR,BH,FORȚA DREPTEI,FDREPTEI,M,3,,BLAGA,GHEORGHE-COSMIN,S,1,BHFDREPTEIBLAGA
40,VALCEA,VL,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,18,,STUPARU,GHEORGHE-COSMIN,S,3,VLPNCRSTUPARU
16,DAMBOVITA,DB,PATRIOȚII POPORULUI ROMÂN,PPR,M,11,,ȘOVAR,GHEORGHE-COSTIN-ROBERT,S,1,DBPPRȘOVAR
5,BIHOR,BH,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,9,,CIUCIU,GHEORGHE-CRISTIAN,CD,7,BHPNCRCIUCIU
34,SIBIU,SB,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,7,,CREȚU,GHEORGHE-CRISTIAN,CD,3,SBPSDICREȚU
8,BRASOV,BV,CANDIDAT INDEPENDENT,INDEPENDENT,M,41,,BACIU,GHEORGHE-DAMIAN,CD,1,BVINDEPENDENTBACIU
26,MARAMURES,MM,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,15,,BERCI,GHEORGHE-DAN,CD,7,MMPNCRBERCI
27,MEHEDINTI,MH,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,10,,BUBOI,GHEORGHE-DAN,CD,6,MHROACTBUBOI
15,COVASNA,CV,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,M,13,,CORNEA,GHEORGHE-DANIEL,CD,5,CVANCCORNEA
14,CONSTANTA,CT,PARTIDUL SOCIAL DEMOCRAT,PSD,M,4,,GEORGESCU,GHEORGHE-DANIEL,CD,1,CTPSDGEORGESCU
32,SATU MARE,SM,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,4,,PIȚ,GHEORGHE-DANIEL,CD,3,SMAURPIȚ
1,ALBA,AB,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,4,,SCÂNTEIE,GHEORGHE-DORIN,CD,6,ABAURSCÂNTEIE
28,MURES,MS,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,M,17,,BĂLUȚ,GHEORGHE-FLORIN,CD,4,MSREPERBĂLUȚ
43,Diaspora,diaspora,PARTIDUL SOCIAL DEMOCRAT,PSD,M,4,,CÂRCIU,GHEORGHE-FLORIN,CD,1,diasporaPSDCÂRCIU
43,Diaspora,diaspora,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT,PSDI,M,14,,DEACONESCU,GHEORGHE-FLORIN,CD,6,diasporaPSDIDEACONESCU
7,BOTOSANI,BT,FORȚA DREPTEI,FDREPTEI,M,6,,GIMIR,GHEORGHE-FLORIN,S,5,BTFDREPTEIGIMIR
30,OLT,OT,PARTIDUL NAȚIONAL LIBERAL,PNL,M,4,,TIUTIU,GHEORGHE-FLORIN,CD,2,OTPNLTIUTIU
42,Bucuresti,B,ALIANȚA NAȚIONAL CREȘTINĂ,ANC,M,19,,ZAMFIRESCU,GHEORGHE-FLORIN,S,1,BANCZAMFIRESCU
24,IASI,IS,PARTIDUL S.O.S. ROMÂNIA,S.O.S. RO,M,12,,CĂCESCU,GHEORGHE-GABRIEL,S,2,ISS.O.S. ROCĂCESCU
3,ARGES,AG,PARTIDUL NAȚIONAL LIBERAL,PNL,M,4,,TUDOR,GHEORGHE-GABRIEL,S,4,AGPNLTUDOR
5,BIHOR,BH,PARTIDUL NAȚIONAL LIBERAL,PNL,M,4,,BOTA,GHEORGHE-IOAN,S,2,BHPNLBOTA
14,CONSTANTA,CT,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,UDMR,M,1,,KATONA,GHEORGHE-IOSIF,CD,7,CTUDMRKATONA
5,BIHOR,BH,PARTIDUL NAȚIONAL LIBERAL,PNL,M,4,,BALAJ,GHEORGHE-IULIAN,CD,8,BHPNLBALAJ
29,NEAMT,NT,PARTIDUL NAȚIONAL LIBERAL,PNL,M,4,,CREȚU,GHEORGHE-LAURENȚIU,S,5,NTPNLCREȚU
24,IASI,IS,UNIUNEA SALVAȚI ROMÂNIA,USR,M,4,,GHIȚONIC,GHEORGHE-MARIAN,S,4,ISUSRGHIȚONIC
26,MARAMURES,MM,UNIUNEA SALVAȚI ROMÂNIA,USR,M,6,,HOTEA,GHEORGHE-MARIAN,CD,7,MMUSRHOTEA
37,TIMIS,TM,PARTIDUL SOCIAL DEMOCRAT,PSD,M,6,,STOIAN,GHEORGHE-MARIUS,CD,4,TMPSDSTOIAN
2,ARAD,AR,FORȚA DREPTEI,FDREPTEI,M,4,,COJOCARU,GHEORGHE-MIHAI,CD,3,ARFDREPTEICOJOCARU
16,DAMBOVITA,DB,FORȚA DREPTEI,FDREPTEI,M,6,,ENĂCHESCU,GHEORGHE-OVIDIU,CD,9,DBFDREPTEIENĂCHESCU
7,BOTOSANI,BT,FORȚA DREPTEI,FDREPTEI,M,6,,BEJAN,GHEORGHE-PETRU,S,4,BTFDREPTEIBEJAN
7,BOTOSANI,BT,PARTIDUL OAMENILOR TINERI,POT,M,16,,PÎCLIȘAN,GHEORGHE-PETRU,CD,1,BTPOTPÎCLIȘAN
24,IASI,IS,PARTIDUL NAȚIONAL LIBERAL,PNL,M,2,,VATRĂ,GHEORGHE-ROMEO,S,2,ISPNLVATRĂ
16,DAMBOVITA,DB,ALIANȚA PENTRU UNIREA ROMÂNILOR,AUR,M,4,,SANDU,GHEORGHE-SORIN,S,4,DBAURSANDU
25,ILFOV,IF,CANDIDAT INDEPENDENT,INDEPENDENT,M,42,,VOINEA,GHEORGHE-SORINEL,CD,1,IFINDEPENDENTVOINEA
35,SUCEAVA,SV,PARTIDUL OAMENILOR TINERI,POT,M,19,,RĂDUCEA,GHEORGHE-VALENTIN,CD,1,SVPOTRĂDUCEA
5,BIHOR,BH,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN,PNCR,M,9,,NOANE,GHEORGHE-VIOREL,CD,1,BHPNCRNOANE
6,BISTRITA-NASAUD,BN,UNIUNEA SALVAȚI ROMÂNIA,USR,M,5,,RUS,GHEORGHE-VIOREL,CD,5,BNUSRRUS
42,Bucuresti,B,PARTIDUL NAȚIONAL LIBERAL,PNL,M,3,,NISTOR,GHEORGHE-VLAD,S,3,BPNLNISTOR
26,MARAMURES,MM,PARTIDUL ROMÂNIA ÎN ACȚIUNE,ROACT,M,18,,BARBUL,GHEORGHE-VLĂDUȚ,CD,7,MMROACTBARBUL
26,MARAMURES,MM,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI,REPER,F,10,,MARIAN,GHEORGHINA,CD,2,MMREPERMARIAN
30,OLT,OT,PARTIDUL SOCIAL DEMOCRAT UNIT,PSDU,F,14,,CÎRJĂ,GHEORGHIȚA,CD,6,OTPSDUCÎRJĂ
